,Material=Steel,Material=Aluminum,Material=Titanium,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
2135,1,0,0,0.44,0.055,0.5656,0.045,73.49999998763374,0.04,0.0287,0.036,0.0365,0.02335,0.013,0.0286,0.015,0.045,0.0128,0.047,71.5,0.118,0.4928,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00324,0.00101,0.001132,0.001104,0.009193,0.005335,0.002628,0.623732,1.0
2136,1,0,0,0.375,0.045,0.5656,0.05,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0406,0.0163,0.0307,73.0,0.1431,0.57,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003524,0.007787,0.005095,0.001139,0.006927,0.008452,0.003639,0.605854,1.0
2137,1,0,0,0.595,0.1822,0.5656,0.05,71.99999647998123,0.04,0.0286,0.045,0.0365,0.02335,0.019,0.0318,0.015,0.05,0.053,0.024,70.0,0.1322,0.553,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.006937,0.000854,0.00272,0.00087939,0.007227,0.009683,0.001235,0.899587,1.0
2138,1,0,0,0.3854,0.045,0.5656,0.05,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0406,0.0163,0.0307,73.0,0.1431,0.57,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003368,0.002665,0.001485,0.002543,0.00073567,0.00059594,0.001175,0.605854,1.0
2139,0,0,1,0.405,0.07,0.5656,0.05,74.0000202554444,0.04,0.0286,0.045,0.0365,0.0275,0.013,0.0318,0.015,0.0485,0.0489,0.0295,73.0,0.145,0.5149,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004503,0.00111,0.00142,0.00065682,0.005129,0.005406,0.005566,0.652545,1.0
2140,1,0,0,0.6448,0.19,0.5656,0.21,69.10002789570609,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0544,0.22,0.0281,67.6,0.13,0.5462,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.002325,0.009484,0.003084,0.004162,0.0006344,0.00673,0.002535,0.85343,1.0
2141,1,0,0,0.3854,0.045,0.5656,0.05,72.99997971982306,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0406,0.0163,0.0307,73.0,0.1431,0.57,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001018,0.001893,0.00058,0.0005255,0.00106,0.001294,0.001294,0.605854,1.0
2142,1,0,0,0.405,0.067,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0533,0.047,0.0335,73.0,0.0928,0.547,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001208,0.003071,0.000855,0.009529,0.00056952,0.005846,0.001123,0.617959,1.0
2143,1,0,0,0.405,0.067,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0292,0.015,0.0505,0.0474,0.0335,73.0,0.0928,0.5474,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001206,0.001579,0.003458,0.005958,0.007355,0.001871,0.005178,0.640854,1.0
2144,1,0,0,0.3995,0.054,0.5656,0.02,74.0000202554444,0.04,0.027,0.032,0.0365,0.0227,0.0135,0.029,0.015,0.0296,0.0127,0.0243,74.4,0.1687,0.577,0.068,0.12,0.0166,0.0,0.358,0.35,0.009,0.000675,0.001083,0.001464,0.001497,0.001318,0.00076474,0.00083489,0.633821,1.0
2145,0,0,1,0.405,0.07,0.5656,0.045,74.0000202554444,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0596,0.0556,0.0209,73.0,0.145,0.4656,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.000514,0.000781,0.000752,0.00781,0.008703,0.00059681,0.002402,0.659352,1.0
2146,1,0,0,0.39,0.005,0.5656,0.05,71.00001324013941,0.04,0.0286,0.045,0.0365,0.02,0.014,0.0318,0.015,0.0482,0.0449,0.0259,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.000514,0.004645,0.00312,0.00083765,0.00051995,0.002113,0.008461,0.619387,1.0
2148,0,1,0,0.365,0.045,0.5656,0.0375,77.0,0.04,0.0377,0.037,0.0555,0.0365,0.0065,0.0,0.015,0.0557999999999999,0.0424,0.0456,77.0,0.1237,0.6494,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.0028652533028791,0.002911729160742,0.0062118374994308,0.0006713927043147,0.0005911643737334,0.0023108861228654,0.0031143923886365,0.6517609575163676,0.0
2149,0,0,1,0.4,0.0,0.5656,0.0375,72.99997971982306,0.04,0.0352,0.05,0.05,0.035,0.0215,0.0318,0.015,0.0572,0.0577,0.0354,69.0,0.1081,0.3227,0.068,0.135,0.0,0.0,0.33,0.3,0.009,0.00339,0.002071,0.000892,0.001052,0.00061859,0.007264,0.00091015,0.610558,1.0
2150,0,0,1,0.365,0.01,0.5656,0.045,69.50000973248692,0.04,0.0286,0.045,0.03225,0.02335,0.013,0.026,0.015,0.035,0.0372,0.013,70.5,0.08,0.2672,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.002992,0.001016,0.00475,0.00073031,0.00090418,0.004287,0.001156,0.555714,1.0
2151,1,0,0,0.39,0.005,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0318,0.015,0.0515,0.0447,0.0262,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.001798,0.005021,0.000631,0.001133,0.004791,0.006572,0.002319,0.619048,1.0
2152,1,0,0,0.455,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0469,0.0338,73.0,0.17,0.6319,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000839,0.009494,0.001165,0.002041,0.006983,0.00060163,0.0008698,0.658742,1.0
2153,1,0,0,0.435,0.066,0.5656,0.0875,72.5,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0645,0.0812,0.027,69.0,0.12,0.5312,0.073,0.135,0.016,0.0,0.33,0.35,0.009,0.000635,0.001665,0.002238,0.001875,0.006086,0.001058,0.00089301,0.720476,1.0
2154,1,0,0,0.429,0.0775,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.039,0.0219,0.034,71.5,0.18,0.5049,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00642,0.001457,0.002532,0.002292,0.001553,0.001553,0.00435,0.630381,1.0
2155,1,0,0,0.4,0.037,0.5656,0.04,74.5,0.0381,0.0254,0.0317,0.034,0.01735,0.0105,0.0286,0.015,0.044,0.3,0.03,73.0,0.1238,0.5,0.068,0.12,0.0,0.0,0.33,0.35,0.0106,0.002007,0.001607,0.002204,0.001036,0.009797,0.001597,0.004473,0.623444,1.0
2156,1,0,0,0.39,0.005,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0515,0.0445,0.0258,72.0,0.11,0.25,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.00852,0.002281,0.008968,0.003522,0.003988,0.003783,0.004179,0.619048,1.0
2157,1,0,0,0.4,0.06,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0528,0.0491,0.0332,74.5,0.1178,0.5091,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.000576,0.006073,0.000768,0.001219,0.004453,0.001044,0.00059507,0.678137,1.0
2158,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0493,0.0289,73.0,0.145,0.5153,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.005494,0.000869,0.001278,0.001543,0.007908,0.001282,0.006952,0.659709,1.0
2159,0,0,1,0.42,0.04,0.5656,0.045,73.0,0.04,0.0286,0.048,0.0365,0.0325,0.025,0.0375,0.015,0.0473,0.0441,0.0364,73.0,0.1854,0.6,0.068,0.13,0.025,0.0,0.33,0.35,0.025,0.001914,0.00093,0.000595,0.001514,0.003096,0.001325,0.006472,0.645442,1.0
2160,1,0,0,0.4,0.06,0.5656,0.045,74.0,0.04,0.0286,0.045,0.042,0.02335,0.013,0.0318,0.015,0.0521,0.0488,0.0332,74.5,0.1178,0.5088,0.068,0.13,0.0,0.0,0.33,0.3,0.009,0.00403,0.003852,0.001223,0.003106,0.00593,0.007836,0.004825,0.677754,1.0
2161,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00119,0.007856,0.00939,0.00061814,0.001288,0.002724,0.001706,0.658742,1.0
2162,1,0,0,0.40808469,-0.0831,0.5656,0.045,71.0,0.0381,0.027,0.0318,0.034,0.0215,0.011425,0.0380099999999999,0.005,0.0389,0.29,0.028,72.0,0.2683,0.55,0.068,0.13,0.0,0.0,0.33,0.30309264,0.03,0.0005506780030035,0.0005838596611715,0.0029697993056053,0.0009713638284046,0.0016255354971307,0.0015331537711908,0.0038643409827744,0.5165520734691208,0.0
2164,1,0,0,0.43,0.072,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0466,0.0217,0.034,72.0,0.1188,0.58,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003319,0.000806,0.001396,0.007663,0.004073,0.00066407,0.008922,0.688362,1.0
2165,1,0,0,0.415,0.072,0.5656,0.12,74.5,0.055,0.0286,0.05,0.02778,0.02335,0.013,0.0318,0.015,0.0433,0.09,0.0296,70.5,0.085,0.59,0.068,0.135,0.0,0.018,0.33,0.35,0.009,0.00413,0.001145,0.003254,0.005765,0.004185,0.003254,0.001299,0.652546,1.0
2166,1,0,0,0.415,0.068,0.5656,0.15,73.5,0.055,0.0286,0.05,0.02778,0.02335,0.013,0.0318,0.015,0.0433,0.15,0.0296,71.5,0.1109,0.687,0.068,0.135,0.0,0.018,0.33,0.35,0.009,0.007761,0.007417,0.000924,0.002346,0.00057098,0.001596,0.003643,0.658884,1.0
2167,1,0,0,0.425,0.08,0.5656,0.15,72.5,0.055,0.0286,0.05,0.02778,0.02335,0.013,0.0318,0.015,0.0433,0.15,0.0296,71.5,0.0891,0.687,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.00547,0.003867,0.002038,0.007635,0.002621,0.001162,0.006378,0.675026,1.0
2168,1,0,0,0.41,0.072,0.5656,0.015,73.5,0.055,0.0286,0.045,0.02778,0.02335,0.013,0.0318,0.015,0.0433,0.015,0.0296,73.0,0.1325,0.555,0.068,0.13,0.016,0.0,0.33,0.35,0.009,0.002021,0.004699,0.001843,0.00171,0.009143,0.00081887,0.00059398,0.654853,1.0
2169,1,0,0,0.44,0.07,0.5656,0.045,73.0,0.04,0.0286,0.044,0.0365,0.02335,0.013,0.0318,0.015,0.0491,0.0529,0.0302,67.5,0.115,0.45,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.002304,0.000697,0.00065,0.00053991,0.001634,0.003317,0.00080022,0.697919,1.0
2170,0,0,1,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0492,0.0492,0.0289,73.0,0.145,0.5152,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.008766,0.002506,0.000529,0.002581,0.003581,0.00081023,0.007663,0.658742,1.0
2171,1,0,0,0.405,0.035,0.5656,0.085,74.0,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0472,0.0837,0.0243,69.0,0.1001,0.406,0.073,0.13,0.016,0.018,0.33,0.35,0.009,0.001646,0.001902,0.001047,0.00061229,0.004155,0.003805,0.00052358,0.640212,1.0
2172,1,0,0,0.38499,0.01656,0.5656,0.06,70.73168,0.04,0.0302,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0452,0.0445,0.0304,69.73168,0.0983,0.307,0.068,0.135,0.0,0.0,0.33,0.31099,0.009,0.003833,0.007635,0.004457,0.007045,0.001428,0.00748,0.009964,0.606243,1.0
2173,0,0,1,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.0851,0.3,0.073,0.13,0.0,0.0,0.33,0.3,0.009,0.001401,0.005129,0.004155,0.0005758,0.001605,0.00635,0.003642,0.625758,1.0
2174,0,0,1,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.0851,0.3,0.073,0.135,0.0,0.0,0.33,0.3,0.009,0.00562,0.005426,0.001664,0.001138,0.002406,0.005394,0.008614,0.625758,1.0
2175,0,0,1,0.401,0.06,0.5656,0.045,74.5,0.04,0.03625,0.05,0.042,0.02335,0.013,0.0318,0.015,0.0535,0.0322,0.0407,72.8,0.125,0.5322,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007254,0.002301,0.001697,0.00205,0.001837,0.001847,0.003839,0.635656,1.0
2176,0,0,1,0.4,0.03,0.5656,0.06,71.5,0.04,0.0385,0.05,0.0455,0.031,0.0165,0.0318,0.015,0.035,0.06,0.0226,67.0,0.0851,0.3,0.073,0.135,0.0,0.0,0.33,0.3,0.009,0.003985,0.003,0.002693,0.001895,0.001633,0.001857,0.003219,0.625758,1.0
2177,1,0,0,0.37,-0.001,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0511,0.044,0.0264,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.000543,0.004203,0.006113,0.002795,0.0005407,0.0006793,0.00069946,0.614475,1.0
2178,1,0,0,0.406,0.074,0.5656,0.045,73.0,0.04,0.0286,0.038,0.0365,0.02335,0.013,0.0318,0.015,0.0463,0.0464,0.0332,73.0,0.1399,0.6054,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00514,0.002299,0.0013,0.008208,0.00063093,0.00365,0.003247,0.65203,1.0
2179,1,0,0,0.435,0.066,0.5656,0.0875,72.5,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0583,0.0816,0.0213,69.0,0.1,0.512,0.073,0.135,0.016,0.0,0.33,0.35,0.009,0.004017,0.008786,0.007458,0.002895,0.004602,0.00056994,0.00075917,0.697148,1.0
2180,0,0,1,0.401,0.06,0.5656,0.045,74.5,0.04,0.03625,0.05,0.042,0.02335,0.013,0.0318,0.015,0.0527,0.0322,0.0412,72.0,0.1253,0.5322,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000754,0.002287,0.000617,0.00071917,0.00068328,0.006732,0.0005535,0.633941,1.0
2181,0,0,1,0.415,0.07,0.5656,0.045,73.5,0.04,0.0293,0.045,0.03773,0.0265,0.014,0.0318,0.015,0.052,0.045,0.0322,73.0,0.1575,0.565,0.075,0.13,0.016,0.018,0.33,0.35,0.009,0.003005,0.002042,0.001838,0.004002,0.004941,0.002536,0.002392,0.663475,1.0
2182,0,0,1,0.401,0.06,0.5656,0.045,74.5,0.04,0.03625,0.05,0.042,0.02335,0.013,0.0318,0.015,0.0499,0.0322,0.0396,71.3,0.1251,0.5322,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.00588,0.003098,0.00705,0.007787,0.001062,0.00707,0.002118,0.630067,1.0
2183,0,0,1,0.419,0.021,0.5656,0.045,72.00065,0.04,0.0317,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0454,0.0485,0.0284,68.00065,0.1191,0.5311,0.073,0.135,0.016,0.018,0.33,0.35,0.009,0.00344,0.00902,0.002041,0.001165,0.00161,0.005219,0.0009735,0.66704,1.0
2184,1,0,0,0.405,0.035,0.5656,0.085,74.0,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0461,0.0817,0.023,69.0,0.0998,0.406,0.073,0.13,0.016,0.018,0.33,0.35,0.009,0.003893,0.008208,0.000816,0.00096147,0.001386,0.00137,0.002732,0.652983,1.0
2185,0,0,1,0.355,0.06,0.5656,0.045,71.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.03,0.015,0.0463,0.0204,0.0257,74.5,0.1604,0.5804,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.001696,0.00283,0.008378,0.008378,0.003661,0.001487,0.002577,0.644533,1.0
2186,1,0,0,0.37,-0.001,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0511,0.044,0.0264,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.002716,0.000896,0.001402,0.00066699,0.001374,0.007585,0.007674,0.614475,1.0
2187,1,0,0,0.405,0.063,0.5656,0.045,74.0,0.04,0.0286,0.033,0.0365,0.022,0.012,0.029,0.015,0.0416,0.0459,0.0304,72.5,0.1062,0.5459,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.004124,0.004711,0.000805,0.009193,0.001458,0.00051749,0.005936,0.626151,1.0
2188,1,0,0,0.37,-0.001,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0511,0.044,0.0264,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.001587,0.000531,0.009862,0.001256,0.00083489,0.00075585,0.002538,0.614475,1.0
2189,1,0,0,0.37,-0.001,0.5656,0.05,71.0,0.04,0.0286,0.06,0.0365,0.02,0.014,0.0272,0.015,0.0511,0.044,0.0264,72.0,0.11,0.26,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.000732,0.000743,0.002459,0.003597,0.002409,0.002045,0.006364,0.614475,1.0
2190,1,0,0,0.40394,0.068,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0471,0.0474,0.036,74.0,0.1252,0.55,0.068,0.13,0.016,0.018,0.33,0.357,0.009,0.000766,0.008981,0.005707,0.001069,0.002386,0.001276,0.002277,0.641923,1.0
2191,1,0,0,0.405,0.07,0.5656,0.315,74.0,0.04,0.0286,0.0318,0.0365,0.02335,0.013,0.0286,0.015,0.0421,0.1609,0.026,70.5,0.109,0.6129,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001565,0.006678,0.005162,0.001425,0.001051,0.001051,0.006917,0.591986,1.0
2192,0,1,0,0.405,0.06,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02835,0.018,0.0318,0.015,0.0585,-0.1284,0.0858,73.0,0.145,0.3376,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.0056919724598999,0.0018535820294519,0.0062597248800751,0.00399510134247,0.0005545174972462,0.0009702987586976,0.0096797752712295,0.6554301143603046,0.0
2193,1,0,0,0.385,0.05,0.5656,0.19,76.0,0.04,0.0286,0.035,0.0365,0.021,0.0125,0.0285,0.015,0.039,0.1061,0.025,75.5,0.0959,0.5961,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003029,0.00202,0.00256,0.00085092,0.00071081,0.00493,0.002161,0.617686,1.0
2194,1,0,0,0.405,0.07,0.5656,0.275,73.0,0.04,0.0286,0.0318,0.0365,0.02335,0.013,0.0381,0.015,0.0476,0.1599,0.0262,70.5,0.11,0.6119,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001247,0.00222,0.0032,0.004626,0.00378,0.0009283,0.003135,0.612542,1.0
2195,0,0,1,0.385,0.04,0.5656,0.275,75.0,0.04,0.0286,0.045,0.0365,0.035,0.013,0.0318,0.015,0.0488,0.0304,0.0368,76.0,0.0985,0.6204,0.068,0.12,0.016,0.0,0.33,0.35,0.009,0.002212,0.001501,0.000589,0.003701,0.001041,0.008508,0.002849,0.61838,1.0
2196,0,0,1,0.405,0.07,0.5656,0.275,74.0,0.04,0.0286,0.04,0.0365,0.02335,0.013,0.0318,0.015,0.0443,0.0524,0.0318,73.0,0.0902,0.5374,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.000542,0.001112,0.000823,0.008532,0.00099801,0.001064,0.00054947,0.632091,1.0
2197,1,0,0,0.4,0.06,0.5656,0.026,74.0,0.04,0.0286,0.033,0.0365,0.0175,0.012,0.0275,0.015,0.0421,0.0144,0.0287,75.0,0.0985,0.5144,0.068,0.13,0.016,0.0,0.33,0.35,0.009,0.002657,0.000574,0.000787,0.002406,0.001138,0.00057035,0.004073,0.622509,1.0
2198,0,0,1,0.44,0.068,0.5656,0.045,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0464,0.0495,0.0288,71.0,0.1705,0.509,0.068,0.135,0.016,0.018,0.33,0.35,0.009,0.000636,0.000779,0.004519,0.00092559,0.00082097,0.005466,0.003153,0.66321,1.0
2199,1,0,0,0.39,0.06,0.5656,0.11,74.0,0.04,0.0268,0.036,0.0365,0.026,0.0125,0.0318,0.015,0.025,0.0816,0.036,74.0,0.145,0.6116,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.001445,0.000847,0.001665,0.00424,0.005963,0.00057077,0.001093,0.618652,1.0
2200,1,0,0,0.395,0.057,0.5656,0.155,76.0,0.04,0.0286,0.033,0.0365,0.02,0.012,0.029,0.015,0.0341,0.02,0.0273,75.0,0.0894,0.5,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001471,0.003723,0.001405,0.002461,0.001883,0.006861,0.006821,0.575297,1.0
2201,1,0,0,0.3989,0.05,0.5656,0.045,74.5,0.04,0.0286,0.032,0.0365,0.02075,0.0115,0.029,0.0265,0.04,0.043,0.028,74.0,0.1012,0.5,0.068,0.12,0.016,0.018,0.33,0.35,0.009,0.004136,0.001908,0.006294,0.003594,0.00072023,0.006851,0.004629,0.60545,1.0
2202,1,0,0,0.36331,0.032,0.5656,0.045,72.0,0.045,0.0277,0.04,0.0365,0.0205,0.015,0.0318,0.015,0.05,0.1,0.035,74.0,0.2053,0.68,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.00071,0.001598,0.001845,0.00050848,0.001575,0.007513,0.00055594,0.61762,1.0
2203,0,0,1,0.388,0.054,0.5656,0.08,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.032,0.015,0.046,0.06,0.0302,74.0,0.1501,0.54,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.003443,0.002252,0.001013,0.001952,0.00094751,0.001005,0.002124,0.631185,1.0
2204,1,0,0,0.405,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0493,0.0493,0.0288,73.0,0.145,0.5153,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.001787,0.006955,0.002542,0.00099255,0.00081588,0.00095901,0.00412,0.659978,1.0
2205,0,0,1,0.406,0.069,0.5656,0.092,73.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0507,0.0489,0.0338,72.8,0.185,0.5389,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001226,0.001809,0.004963,0.00084287,0.008526,0.001113,0.008831,0.625486,1.0
2206,1,0,0,0.415,0.066,0.5656,0.045,72.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0434,0.0536,0.0299,72.0,0.1669,0.57,0.068,0.13,0.016,0.018,0.33,0.35,0.009,0.007827,0.002083,0.000677,0.002929,0.008557,0.003496,0.003953,0.677052,1.0
2207,1,0,0,0.44,0.073,0.5656,0.045,75.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0498,0.0503,0.0336,70.0,0.1197,0.49,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.005833,0.000598,0.000521,0.00077488,0.001991,0.001004,0.001122,0.641388,1.0
2208,1,0,0,0.403,0.055,0.5656,0.06,73.5,0.04,0.0286,0.036,0.03515,0.0215,0.013,0.0318,0.015,0.0473,0.045,0.0351,73.9,0.1598,0.595,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000704,0.003856,0.003226,0.001293,0.00078285,0.00099509,0.001617,0.641515,1.0
2209,1,0,0,0.42,0.03,0.5656,0.085,73.5,0.04,0.0286,0.046,0.0365,0.02335,0.013,0.0328,0.015,0.0467,0.0814,0.0229,69.5,0.0958,0.406,0.073,0.13,0.016,0.018,0.33,0.35,0.009,0.003105,0.000624,0.00061,0.006882,0.006851,0.001023,0.003165,0.643795,1.0
2210,1,0,0,0.43,0.07,0.5656,0.085,73.0,0.04,0.0286,0.045,0.0365,0.025,0.014,0.0318,0.015,0.0502,0.0482,0.0397,71.5,0.17,0.6282,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001367,0.000688,0.007513,0.00055838,0.00056248,0.00072339,0.0008878,0.632899,1.0
2211,1,0,0,0.45,0.07,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0462,0.0525,0.025,70.0,0.1,0.42,0.068,0.13,0.016,0.018,0.33,0.4,0.009,0.000964,0.005795,0.000607,0.005711,0.00065347,0.00254,0.001201,0.713682,1.0
2212,1,0,0,0.44,0.05,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0474,0.0473,0.0533,71.0,0.13,0.52,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000905,0.008799,0.001257,0.003202,0.001464,0.002803,0.00306,0.627856,1.0
2213,0,0,1,0.415,0.038,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.0466,0.054,0.0365,72.0,0.1576,0.594,0.068,0.135,0.0,0.0,0.33,0.35,0.009,0.008627,0.000909,0.000939,0.00234,0.001923,0.002088,0.00058301,0.658032,1.0
2214,0,0,1,0.40815,0.07,0.5656,0.105,74.0,0.04,0.03485,0.043,0.0365,0.02335,0.018,0.0318,0.015,0.0451,0.0479,0.0372,73.0,0.145,0.5639,0.068,0.13,0.0,0.0,0.33,0.353157,0.009,0.00236,0.002888,0.00545,0.003433,0.00068079,0.001013,0.001237,0.651019,1.0
2215,1,0,0,0.375,0.06,0.5656,0.045,74.0,0.04,0.0286,0.045,0.0365,0.02335,0.013,0.0318,0.015,0.051,0.049,0.0336,74.0,0.1674,0.515,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.000654,0.00195,0.006453,0.007076,0.002545,0.00088262,0.001401,0.60815,1.0
2216,1,0,0,0.41,0.07,0.5656,0.045,73.5,0.04,0.0286,0.035,0.0365,0.02335,0.013,0.0286,0.015,0.0414,0.0368,0.0429,73.5,0.1557,0.53,0.068,0.13,0.0,0.0,0.33,0.35,0.009,0.001603,0.000979,0.008433,0.002225,0.001308,0.003435,0.008608,0.64809,1.0
2217,0,0,1,0.375,0.055,0.5656,0.075,71.99968,0.04,0.0286,0.045,0.0365,0.022,0.0195,0.0318,0.015,0.0508,0.03,0.0305,74.49968,0.1307,0.555,0.068,0.12,0.016,0.0,0.33,0.340106,0.009,0.004559,0.000553,0.000526,0.003758,0.00086283,0.001935,0.00133,0.678602,1.0
